Clone,Type,Rep,Date,epp0,epp1,epp2,TotalEpp,TotalEmb,TotalEmbCorr,LowNumbers,Priorto1LiterStart,Dayssince1stDate,Notes
D818028,AxCF1,1,3/17/20,0,3,3,6,9,9,,,118,
D818028,AxCF1,1,4/2/20,0,0,3,3,6,6,,,134,
D818028,AxCF1,1,4/16/20,0,0,0,0,0,0,,,148,
D818028,AxCF1,1,4/30/20,2,0,6,8,12,12,,,162,
D818028,AxCF1,1,5/14/20,4,0,0,4,0,0,,,176,
D818028,AxCF1,1,5/28/20,5,0,0,5,0,0,,,190,
D818028,AxCF1,2,4/16/20,0,0,0,0,0,0,,,148,
D818028,AxCF1,2,4/30/20,3,1,1,5,3,3,,,162,
D818028,AxCF1,2,5/14/20,0,1,1,2,3,3,,,176,
D818028,AxCF1,2,5/28/20,0,1,5,6,11,11,,,190,
D818030,AxCF1,A,12/13/19,0,0,1,1,2,2,,1,23,
D818030,AxCF1,A,12/30/19,0,0,3,3,6,6,,1,40,
D818030,AxCF1,A,1/8/20,0,0,0,0,0,0,,1,49,
D818030,AxCF1,A,1/16/20,6,0,1,7,2,2,,1,57,
D818030,AxCF1,A,1/29/20,0,0,0,0,0,0,,1,70,
D818030,AxCF1,A,2/6/20,0,0,3,3,6,6,,1,78,
D818030,AxCF1,A,2/17/20,0,0,1,1,2,2,,,89,
D818030,AxCF1,A,2/27/20,0,0,0,0,0,0,,,99,
D818030,AxCF1,A,3/11/20,0,0,7,7,14,14,,,112,
D818030,AxCF1,A,3/20/20,0,0,0,0,0,0,,,121,
D818030,AxCF1,A,4/2/20,0,2,7,9,16,16,,,134,
D818030,AxCF1,A,4/16/20,0,0,1,1,2,2,,,148,
D818030,AxCF1,A,4/30/20,0,0,3,3,6,6,,,162,
D818030,AxCF1,A,5/14/20,1,0,4,5,8,8,,,176,
D818030,AxCF1,A,5/28/20,0,0,0,0,0,0,,,190,
D818030,AxCF1,B,12/13/19,0,0,3,3,6,6,,1,23,
D818030,AxCF1,B,12/30/19,0,0,2,2,4,4,,1,40,
D818030,AxCF1,B,1/8/20,0,0,0,0,0,0,,1,49,
D818030,AxCF1,B,1/16/20,0,0,0,0,0,0,,1,57,
D818030,AxCF1,B,1/29/20,0,0,4,4,8,8,,1,70,
D818030,AxCF1,B,2/6/20,0,0,2,2,4,4,,1,78,
D818030,AxCF1,B,2/17/20,0,0,0,0,0,0,,,89,
D818030,AxCF1,B,2/27/20,0,0,0,0,0,0,,,99,
D818030,AxCF1,B,3/11/20,0,0,0,0,0,0,,,112,
D818030,AxCF1,B,3/20/20,0,0,0,0,0,0,,,121,
D818030,AxCF1,B,4/2/20,0,0,0,0,0,0,,,134,
D818030,AxCF1,B,4/16/20,0,0,2,2,4,4,,,148,
D818030,AxCF1,B,4/30/20,0,0,0,0,0,0,,,162,
D818030,AxCF1,B,5/14/20,0,0,0,0,0,0,,,176,
D818030,AxCF1,B,5/28/20,0,0,0,0,0,0,,,190,
D818030,AxCF1,C,12/13/19,0,0,0,0,0,0,,1,23,
D818030,AxCF1,C,12/30/19,0,0,0,0,0,0,,1,40,
D818030,AxCF1,C,1/8/20,0,0,0,0,0,0,,1,49,
D818030,AxCF1,C,1/16/20,0,0,0,0,0,0,,1,57,
D818030,AxCF1,C,1/29/20,2,0,0,2,0,0,,1,70,
D818030,AxCF1,C,2/6/20,1,1,1,3,3,3,,1,78,
D818030,AxCF1,C,2/17/20,0,0,1,1,2,2,,,89,
D818030,AxCF1,C,2/27/20,0,0,0,0,0,0,,,99,
D818030,AxCF1,C,3/11/20,2,0,3,5,6,6,,,112,
D818030,AxCF1,C,3/20/20,0,0,2,2,4,4,,,121,
D818030,AxCF1,C,4/2/20,0,0,3,3,6,6,,,134,
D818030,AxCF1,C,4/16/20,1,0,3,4,6,6,,,148,
D818030,AxCF1,C,4/30/20,1,0,0,1,0,0,,,162,
D818030,AxCF1,C,5/14/20,0,0,5,5,10,10,,,176,
D818030,AxCF1,C,5/28/20,0,0,0,0,0,0,,,190,
D818030,AxCF1,sum,12/4/19,9,2,2,13,6,6,,1,14,
D818031,A,1,2/19/20,1,0,0,1,0,0,,,91,
D818031,A,1,3/3/20,9,2,0,11,2,2,,,104,
D818031,A,1,3/17/20,6,0,0,6,0,0,,,118,
D818031,A,1,4/2/20,3,0,0,3,0,0,,,134,
D818031,A,1,4/16/20,0,0,0,0,0,0,,,148,
D818031,A,1,4/30/20,1,0,0,1,0,0,,,162,
D818031,A,1,5/14/20,5,0,0,5,0,0,,,176,
D818031,A,1,5/28/20,1,0,0,1,0,0,,,190,
D818031,A,2,4/16/20,0,0,0,0,0,0,,,148,
D818031,A,2,4/30/20,2,0,0,2,0,0,,,162,
D818031,A,2,5/14/20,1,0,0,1,0,0,,,176,
D818031,A,2,5/28/20,1,0,0,1,0,0,,,190,
D818105,AxCF1_S,A,12/13/19,1,1,0,2,1,1,,1,23,
D818105,AxCF1_S,A,12/30/19,3,0,4,7,8,8,,1,40,
D818105,AxCF1_S,A,1/8/20,0,0,0,0,0,0,,1,49,
D818105,AxCF1_S,A,1/16/20,1,2,1,4,4,4,,1,57,
D818105,AxCF1_S,A,1/29/20,1,4,2,7,8,8,,1,70,
D818105,AxCF1_S,A,2/6/20,0,0,3,3,6,6,,1,78,
D818105,AxCF1_S,A,2/17/20,2,0,9,11,18,18,,,89,
D818105,AxCF1_S,A,2/27/20,0,0,3,3,6,6,,,99,
D818105,AxCF1_S,A,3/11/20,13,0,0,13,0,0,,,112,
D818105,AxCF1_S,A,3/20/20,2,0,0,2,0,0,,,121,
D818105,AxCF1_S,A,4/2/20,1,0,3,4,6,6,,,134,
D818105,AxCF1_S,A,4/16/20,0,0,0,0,0,0,,,148,
D818105,AxCF1_S,A,4/30/20,1,0,4,5,8,8,,,162,
D818105,AxCF1_S,A,5/14/20,2,0,7,9,14,14,,,176,
D818105,AxCF1_S,A,5/28/20,0,0,0,0,0,0,,,190,
D818105,AxCF1_S,A,5/28/20,0,0,5,5,10,10,,,190,
D818105,AxCF1_S,B,12/13/19,0,3,0,3,3,3,,1,23,
D818105,AxCF1_S,B,12/30/19,1,0,1,2,2,2,,1,40,
D818105,AxCF1_S,B,1/8/20,0,0,0,0,0,0,,1,49,
D818105,AxCF1_S,B,1/16/20,0,0,10,10,20,20,,1,57,
D818105,AxCF1_S,B,1/29/20,0,1,2,3,5,5,,1,70,
D818105,AxCF1_S,B,2/6/20,5,0,1,6,2,2,,1,78,
D818105,AxCF1_S,B,2/17/20,2,0,0,2,0,0,,,89,
D818105,AxCF1_S,B,2/27/20,0,1,0,1,1,1,,,99,
D818105,AxCF1_S,B,3/11/20,1,2,6,9,14,14,,,112,
D818105,AxCF1_S,B,3/20/20,0,1,1,2,3,3,,,121,
D818105,AxCF1_S,B,4/2/20,8,2,0,10,2,2,,,134,
D818105,AxCF1_S,B,4/16/20,0,0,0,0,0,0,,,148,
D818105,AxCF1_S,B,4/30/20,3,1,2,6,5,5,,,162,
D818105,AxCF1_S,B,5/14/20,0,0,5,5,10,10,,,176,
D818105,AxCF1_S,B,5/28/20,0,0,0,0,0,0,,,190,
D818105,AxCF1_S,sum,12/4/19,0,1,5,6,11,11,,1,14,
D818106,AxCF1_S,1,3/3/20,3,0,0,3,0,0,,,104,
D818106,AxCF1_S,1,3/17/20,2,2,11,15,24,24,,,118,
D818106,AxCF1_S,1,4/2/20,3,0,0,3,0,0,,,134,
D818106,AxCF1_S,1,4/16/20,0,0,0,0,0,0,,,148,
D818106,AxCF1_S,1,4/30/20,0,0,0,0,0,0,,,162,
D818106,AxCF1_S,1,5/14/20,3,0,0,3,0,0,,,176,
D818106,AxCF1_S,1,5/28/20,3,0,0,3,0,0,,,190,
D818106,AxCF1_S,2,4/16/20,0,0,0,0,0,0,,,148,
D818106,AxCF1_S,2,5/14/20,3,0,1,4,2,2,,,176,
D818106,AxCF1_S,2,5/28/20,2,0,0,2,0,0,,,190,
D818108,AxCF1_AL,1,3/3/20,1,0,5,6,10,10,,,104,
D818108,AxCF1_AL,1,3/17/20,1,0,0,1,0,0,,,118,
D818108,AxCF1_AL,1,4/16/20,0,1,4,5,9,9,,,148,
D818108,AxCF1_AL,1,4/30/20,3,0,1,4,2,2,,,162,
D818108,AxCF1_AL,1,5/14/20,0,0,4,4,8,8,,,176,
D818108,AxCF1_AL,1,5/28/20,1,1,5,7,11,11,,,190,
D818108,AxCF1_AL,2,4/16/20,1,0,0,1,0,0,,,148,
D818108,AxCF1_AL,2,4/30/20,0,0,4,4,8,8,,,162,
D818108,AxCF1_AL,2,5/14/20,1,0,0,1,0,0,,,176,
D818108,AxCF1_AL,2,5/28/20,0,0,1,1,2,2,,,190,
D818109,AxCF1_S,1,2/19/20,3,0,0,3,0,0,,,91,
D818109,AxCF1_S,1,3/3/20,8,0,0,8,0,0,,,104,
D818109,AxCF1_S,1,3/17/20,12,2,0,14,2,2,,,118,
D818109,AxCF1_S,1,4/2/20,2,1,0,3,1,1,,,134,
D818109,AxCF1_S,1,4/16/20,0,1,0,1,1,1,,,148,
D818109,AxCF1_S,1,4/30/20,0,0,1,1,2,2,,,162,
D818109,AxCF1_S,1,5/14/20,0,0,4,4,8,8,,,176,
D818109,AxCF1_S,1,5/28/20,0,0,2,2,4,4,,,190,
D818111,AxCF1,1,3/3/20,6,0,0,6,0,0,,,104,
D818111,AxCF1,1,3/17/20,1,0,0,1,0,0,,,118,
D818111,AxCF1,1,4/2/20,1,0,0,1,0,0,,,134,
D818111,AxCF1,1,4/16/20,0,0,0,0,0,0,,,148,
D818111,AxCF1,1,4/30/20,3,0,0,3,0,0,,,162,
D818111,AxCF1,1,5/14/20,8,0,0,8,0,0,,,176,
D818111,AxCF1,1,5/28/20,0,0,0,0,0,0,,,190,
D818111,AxCF1,1,5/28/20,9,0,0,9,0,0,,,190,
D818111,AxCF1,2,4/16/20,3,0,0,3,0,0,,,148,
D818111,AxCF1,2,4/30/20,1,0,0,1,0,0,,,162,
D818111,AxCF1,2,5/14/20,0,1,0,1,1,1,,,176,
D818122,AxCF1_S,1,2/19/20,2,0,0,2,0,0,,,91,
D818122,AxCF1_S,1,3/3/20,9,1,8,18,17,17,,,104,
D818122,AxCF1_S,1,3/17/20,1,4,8,13,20,20,,,118,
D818122,AxCF1_S,1,4/2/20,3,3,12,18,27,27,,,134,
D818122,AxCF1_S,1,4/16/20,4,2,3,9,8,8,,,148,
D818122,AxCF1_S,1,4/30/20,5,0,7,12,14,14,,,162,
D818122,AxCF1_S,1,5/14/20,7,0,0,7,0,0,,,176,
D818122,AxCF1_S,1,5/28/20,10,0,0,10,0,0,,,190,
D818122,AxCF1_S,2,4/16/20,1,0,0,1,0,0,,,148,
D818122,AxCF1_S,2,4/30/20,3,0,1,4,2,2,,,162,
D818122,AxCF1_S,2,5/14/20,0,2,3,5,8,8,,,176,
D818122,AxCF1_S,2,5/28/20,5,1,0,6,1,1,,,190,
D8222,C,A,11/20/19,0,1,13,14,27,27,,1,0,
D8222,C,A,12/10/19,0,0,13,13,26,26,,1,20,
D8222,C,A,12/30/19,0,0,6,6,12,12,,1,40,
D8222,C,A,1/16/20,0,0,0,0,0,0,,1,57,
D8222,C,A,1/29/20,0,0,9,9,18,18,,1,70,
D8222,C,A,2/4/20,1,0,11,12,22,22,,1,76,
D8222,C,A,3/5/20,0,0,4,4,8,8,,,106,
D8222,C,A,3/20/20,0,0,5,5,10,10,,,121,
D8222,C,A,4/2/20,0,0,3,3,6,6,,,134,
D8222,C,A,4/16/20,0,0,5,5,10,10,,,148,
D8222,C,A,4/30/20,0,1,9,10,19,19,,,162,
D8222,C,A,5/14/20,0,1,1,2,3,3,,,176,
D8222,C,A,5/28/20,0,0,2,2,4,4,,,190,pair copulating
D8222,C,B,11/20/19,0,0,0,0,0,0,,1,0,
D8222,C,B,12/10/19,0,0,9,9,18,18,,1,20,
D8222,C,B,12/30/19,0,0,0,0,0,0,,1,40,
D8222,C,B,1/16/20,0,0,0,0,0,0,,1,57,
D8222,C,B,1/29/20,0,0,8,8,16,16,,1,70,
D8222,C,B,2/4/20,0,0,2,2,4,4,,1,76,
D8222,C,B,3/5/20,0,0,1,1,2,2,,,106,
D8222,C,B,3/20/20,0,0,3,3,6,6,,,121,
D8222,C,B,4/2/20,0,0,1,1,2,2,,,134,
D8222,C,B,4/16/20,0,0,1,1,2,2,,,148,
D8222,C,B,4/30/20,0,0,9,9,18,18,,,162,
D8222,C,B,5/14/20,1,1,1,3,3,3,,,176,
D8222,C,B,5/28/20,0,0,2,2,4,4,,,190,
D8222,C,C,12/13/19,0,1,1,2,3,3,,1,23,
D8222,C,C,12/30/19,2,0,7,9,14,14,,1,40,
D8222,C,C,1/8/20,0,0,3,3,6,6,,1,49,
D8222,C,C,1/24/20,1,0,5,6,10,10,,1,65,
D8222,C,C,2/6/20,0,0,0,0,0,0,,1,78,
D8222,C,C,3/2/20,0,0,0,0,0,0,,,103,
D8222,C,C,3/19/20,0,2,11,13,24,24,,,120,
D8222,C,C,3/26/20,0,0,1,1,2,2,,,127,
D8222,C,C,4/9/20,1,0,7,8,14,14,,,141,
D8222,C,C,4/23/20,0,0,2,2,4,4,,,155,
D8222,C,C,5/7/20,0,0,2,2,4,4,,,169,
D8222,C,C,5/21/20,1,0,2,3,4,4,,,183,
D8222,C,C,6/4/20,0,0,0,0,0,0,,,197,
D8222,C,D,12/13/19,0,1,2,3,5,5,,1,23,
D8222,C,D,12/30/19,0,0,3,3,6,6,,1,40,
D8222,C,D,1/8/20,1,1,6,8,13,13,,1,49,
D8222,C,D,1/24/20,1,1,6,8,13,13,,1,65,
D8222,C,D,2/6/20,0,0,0,0,0,0,,1,78,
D8222,C,D,3/2/20,0,0,2,2,4,4,,,103,
D8222,C,D,3/19/20,0,0,8,8,16,16,,,120,
D8222,C,D,3/26/20,1,0,0,1,0,0,,,127,
D8222,C,D,4/9/20,0,0,9,9,18,18,,,141,
D8222,C,D,4/23/20,0,2,3,5,8,8,,,155,
D8222,C,D,5/7/20,6,1,2,9,5,5,,,169,
D8222,C,D,5/21/20,4,0,1,5,2,2,,,183,
D8222,C,D,6/4/20,0,0,0,0,0,0,,,197,
D8222,C,E,12/13/19,0,1,0,1,1,1,,1,23,
D8222,C,E,12/30/19,0,1,10,11,21,21,,1,40,
D8222,C,E,1/8/20,0,0,5,5,10,10,,1,49,
D8222,C,E,1/24/20,1,1,6,8,13,13,,1,65,
D8222,C,E,2/6/20,0,0,14,14,28,28,,1,78,
D8222,C,E,3/2/20,0,0,5,5,10,10,,,103,
D8222,C,E,3/19/20,0,0,6,6,12,12,,,120,
D8222,C,E,3/26/20,0,0,1,1,2,2,,,127,
D8222,C,E,4/9/20,1,1,7,9,15,15,,,141,
D8222,C,E,4/23/20,1,0,7,8,14,14,,,155,
D8222,C,E,5/7/20,0,0,3,3,6,6,,,169,
D8222,C,E,5/21/20,0,0,0,0,0,0,,,183,
D8222,C,E,6/4/20,0,1,1,2,3,3,,,197,
D8222,C,sum,12/3/19,2,3,16,21,35,35,,1,13,
D8222_R1_P169_B,selfedC,1,4/9/20,0,2,1,3,4,4,,,141,
D8222_R1_P169_B,selfedC,1,4/23/20,1,2,2,5,6,6,,,155,
D8222_R1_P169_B,selfedC,1,5/7/20,0,0,1,1,2,2,,,169,
D8222_R1_P169_B,selfedC,1,5/21/20,0,0,1,1,2,2,,,183,
D8222_R1_P169_B,selfedC,1,6/4/20,0,0,1,1,2,2,,,197,
D8222_R1_P213_B,selfedC,1,2/19/20,2,0,0,2,0,0,,,91,
D8222_R1_P213_B,selfedC,1,2/28/20,0,1,0,1,1,1,,,100,
D8222_R1_P213_B,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
D8222_R1_P213_B,selfedC,1,3/11/20,0,0,0,0,0,0,,,112,
D8222_R1_P213_B,selfedC,1,3/17/20,0,0,0,0,0,0,,,118,
D8222_R1_P213_B,selfedC,1,4/2/20,0,0,1,1,2,2,,,134,
D8222_R1_P213_B,selfedC,1,4/16/20,0,1,0,1,1,1,,,148,
D8222_R1_P213_B,selfedC,1,4/30/20,0,0,0,0,0,0,1,,162,"low numbers, struggling"
D8222_R1_P213_B,selfedC,2,3/26/20,3,1,0,4,1,1,,,127,
D8222_R1_P213_B,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P213_B,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P213_B,selfedC,2,5/7/20,5,0,1,6,2,2,,,169,
D8222_R1_P213_B,selfedC,2,5/21/20,4,0,0,4,0,0,,,183,
D8222_R1_P472_A,selfedC,1,3/11/20,3,1,3,7,7,7,,,112,
D8222_R1_P472_A,selfedC,1,3/26/20,2,0,0,2,0,0,,,127,
D8222_R1_P472_A,selfedC,1,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,1,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,1,5/7/20,0,0,0,0,0,0,,,169,
D8222_R1_P472_A,selfedC,1,5/21/20,0,0,0,0,0,0,,,183,
D8222_R1_P472_A,selfedC,1,6/4/20,0,0,0,0,0,0,1,,197,almost no ind
D8222_R1_P472_A,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,2,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P472_A,selfedC,2,5/21/20,0,3,0,3,3,3,,,183,
D8222_R1_P472_A,selfedC,2,6/4/20,1,0,0,1,0,0,,,197,
D8222_R1_P541_A,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
D8222_R1_P541_A,selfedC,1,3/17/20,0,0,2,2,4,4,,,118,
D8222_R1_P541_A,selfedC,1,4/2/20,1,0,0,1,0,0,,,134,
D8222_R1_P541_A,selfedC,1,4/16/20,1,0,0,1,0,0,,,148,
D8222_R1_P541_A,selfedC,1,5/21/20,0,0,0,0,0,0,1,,183,"low numbers, struggling"
D8222_R1_P541_A,selfedC,2,4/9/20,2,0,5,7,10,10,,,141,
D8222_R1_P541_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P541_A,selfedC,2,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P631_A,selfedC,1,2/28/20,0,0,3,3,6,6,,,100,
D8222_R1_P631_A,selfedC,1,3/11/20,0,0,6,6,12,12,,,112,
D8222_R1_P631_A,selfedC,1,3/26/20,3,0,0,3,0,0,,,127,
D8222_R1_P631_A,selfedC,1,4/9/20,3,0,0,3,0,0,,,141,
D8222_R1_P631_A,selfedC,1,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P631_A,selfedC,1,5/7/20,0,0,0,0,0,0,1,,169,"low numbers, struggling"
D8222_R1_P631_A,selfedC,2,4/9/20,0,0,4,4,8,8,,,141,
D8222_R1_P631_A,selfedC,2,4/23/20,1,0,0,1,0,0,,,155,
D8222_R1_P631_A,selfedC,2,5/7/20,0,0,1,1,2,2,,,169,
D8222_R1_P631_A,selfedC,2,5/21/20,0,0,1,1,2,2,,,183,
D8222_R1_P631_A,selfedC,2,6/4/20,0,0,0,0,0,0,1,,197,"low numbers, struggling"
D8222_R1_P701_A,selfedC,1,4/9/20,2,0,3,5,6,6,,,141,
D8222_R1_P701_A,selfedC,1,4/23/20,0,0,4,4,8,8,,,155,
D8222_R1_P701_A,selfedC,1,5/7/20,2,1,8,11,17,17,,,169,
